Central PA,Width,Linear Speed,2nd initial,order final,speed 20R,Accel,Mass,Kinetic Energy,MPA,Severity,Timestamp
0.3370473537604457,0.0082862523540489,0.0725467735777014,0.0605968331303288,0.0357088588360431,0.1080608543618381,1.86454545454542e-14,,,0.3333333333333333,0.1212121212121212,0.0210406596531134
0.8105849582172702,0.0146892655367231,0.0985108820160366,0.0889159561510353,0.0425467254216684,0.1148456459904491,1.8559090909090563e-14,,,0.7611111111111112,0.1717171717171717,0.0211354373992986
0.6963788300835655,0.0263653483992467,0.138602520045819,0.1065773447015834,0.065491566631211,0.1474648365126171,1.8686363636363287e-14,,,0.6972222222222223,0.2626262626262626,0.0224623258458913
0.6768802228412256,0.0041431261770244,0.0866743031691485,0.0846528623629719,0.0355569062452514,0.041256752172438,1.8413636363636023e-14,,,0.6888888888888889,0.1515151515151515,0.0224623258458913
0.1949860724233983,0.0112994350282485,0.0610920198549064,0.0459805115712545,0.0341893329281264,0.1153675530388037,1.870909090909056e-14,0.0010999450604969,0.0001392857142857,0.1972222222222222,0.101010101010101,0.0241683252772249
0.5710306406685237,0.0380414312617702,0.0660557464681176,0.0328867235079171,0.0431545357848351,0.1338952532553952,1.8845454545454195e-14,,,0.6722222222222223,0.1111111111111111,0.0245474362619656
0.7186629526462396,0.0188323917137476,0.1114929362352042,0.0880024360535931,0.0534873119586689,0.1396362307872967,1.8718181818181468e-14,0.0011499450632469,0.0004285714285714,0.7055555555555556,0.202020202020202,0.0250213249928916
0.8328690807799443,0.0097928436911487,0.124856815578465,0.1659561510353227,0.0261358456161677,0.0824874089924584,1.7795454545454214e-14,,,0.8138888888888889,0.2323232323232323,0.0253056582314472
0.8551532033426184,0.0188323917137476,0.0782741504390988,0.0130937880633373,0.0697462391733779,0.1795621199864304,1.9163636363636007e-14,,,0.888888888888889,0.1313131313131313,0.0254952137238176
0.6155988857938719,0.0041431261770244,0.1034746086292478,0.087088915956151,0.0475611609177936,0.1409409984081835,1.870909090909056e-14,,,0.6305555555555555,0.1818181818181818,0.0257795469623732
0.309192200557103,0.0161958568738229,0.0691103474608629,0.0450669914738124,0.0411791521045433,0.1508572323269225,1.8904545454545105e-14,0.0010499450577469,0.0001607142857142,0.3,0.1111111111111111,0.0259691024547436
0.1894150417827298,0.0116760828625235,0.1477663230240549,0.1065773447015834,0.0744567694879197,0.1646877691083218,1.881363636363601e-14,,,0.1888888888888888,0.2828282828282828,0.0267273244242251
0.4428969359331476,0.063276836158192,0.1725849560901107,0.1123629719853836,0.0901078863394621,0.1978288666788444,1.9013636363636012e-14,,,0.3444444444444444,0.3434343434343435,0.0267273244242251
0.2869080779944289,0.0244821092278719,0.1156930126002291,0.1117539585870889,0.0445221091019601,0.1151065995146264,1.848181818181784e-14,0.0044999452474969,0.00175,0.2916666666666667,0.2121212121212121,0.0284333238555587
0.2116991643454039,0.0116760828625235,0.0721649484536082,0.0441534713763702,0.0437623461480018,0.1474648365126171,1.887272727272692e-14,0.0003549450195219,6.071428571428572e-05,0.2083333333333333,0.1212121212121212,0.0292863235712254
0.6963788300835655,0.0248587570621468,0.0706376479572356,0.0599878197320341,0.0344932381097097,0.1192818559014639,1.8686363636363287e-14,,,0.7305555555555556,0.1111111111111111,0.0296654345559662
0.7465181058495822,0.0282485875706214,0.2161130202367315,0.1178440925700365,0.1221698829965051,0.2197489627097413,1.9999999999999628e-14,,,0.8,0.4646464646464647,0.0301393232868922
0.7270194986072424,0.0229755178907721,0.087819778541428,0.0809987819732034,0.0379881476979182,0.1036246444508233,1.8559090909090563e-14,0.0003399450186969,8.214285714285714e-05,0.7111111111111111,0.1515151515151515,0.0302341010330774
0.7465181058495822,0.0263653483992467,0.1088201603665521,0.0602923264311814,0.065035708858836,0.1881735862842827,1.9186363636363282e-14,0.0005999450329969,0.0002107142857142,0.8055555555555556,0.1919191919191919,0.0303288787792626
0.8217270194986073,0.007532956685499,0.0912562046582665,0.0490255785627283,0.0565263637745023,0.1704287466402234,1.9018181818181464e-14,7.494500412197522e-05,1.8928571428571432e-05,0.7944444444444445,0.1515151515151515,0.0307079897640034
0.7771587743732591,0.015819209039548,0.0721649484536082,0.0475030450669914,0.0425467254216684,0.1198037629498186,1.8718181818181468e-14,,,0.7416666666666667,0.1212121212121212,0.0313714339872997
0.2423398328690807,0.0463276836158192,0.0698739977090492,0.0648599269183922,0.0319100440662513,0.0955350852013256,1.8581818181817834e-14,,,0.2388888888888889,0.1111111111111111,0.0316557672258553
0.7381615598885793,0.0135593220338983,0.0820924016800305,0.0867844092570036,0.0299346603859595,0.0866626653792959,1.848636363636329e-14,,,0.7333333333333334,0.1414141414141414,0.0321296559567813
0.2367688022284122,0.0116760828625235,0.0687285223367697,0.0572472594397076,0.0346451907005014,0.1101484825552569,1.865909090909056e-14,,,0.2277777777777777,0.1111111111111111,0.0322244337029665
0.7103064066852368,0.0052730696798493,0.0798014509354715,0.0505481120584652,0.0461935876006685,0.1573810704313561,1.8940909090908734e-14,,,0.7111111111111111,0.1313131313131313,0.0324139891953369
0.7158774373259053,0.0112994350282485,0.1004200076365025,0.1132764920828258,0.032061996657043,0.041256752172438,1.810454545454512e-14,,,0.7388888888888889,0.1717171717171717,0.0326035446877073
0.7075208913649025,0.0150659133709981,0.0633829705994654,0.044762484774665,0.0366205743807931,0.1088437149343701,1.8681818181817832e-14,0.0001599450087969,2.142857142857143e-05,0.7194444444444444,0.101010101010101,0.0326983224338925
0.2562674094707521,0.0199623352165725,0.0687285223367697,0.0569427527405602,0.0347971432912931,0.1182380418047545,1.86954545454542e-14,0.0009499450522469,0.0001464285714285,0.2861111111111111,0.1111111111111111,0.0338356553881148
0.233983286908078,0.0052730696798493,0.1080565101183657,0.0755176613885505,0.0559185534113356,0.1464210224159077,1.8804545454545104e-14,,,0.2361111111111111,0.1919191919191919,0.0339304331343
0.2646239554317549,0.0214689265536723,0.0725467735777014,0.0554202192448233,0.0385959580610849,0.1328514391586858,1.8772727272726923e-14,0.0022499451237469,0.0003928571428571,0.2666666666666666,0.1212121212121212,0.0366789877736707
0.2479108635097493,0.015442561205273,0.0828560519282168,0.0596833130328867,0.0449779668743352,0.113279924845385,1.866818181818147e-14,0.009499945522497,0.0020714285714285,0.2555555555555556,0.1414141414141414,0.0366789877736707
0.2618384401114206,0.0222222222222222,0.078655975563192,0.0657734470158343,0.0385959580610849,0.1101484825552569,1.8636363636363293e-14,,,0.3027777777777778,0.1313131313131313,0.0367737655198559
0.7632311977715878,0.0244821092278719,0.1210385643375334,0.0508526187576126,0.07992706275642,0.1602515591973069,1.9009090909090554e-14,0.013999945769997,0.0060714285714285,0.7555555555555555,0.2222222222222222,0.0368685432660411
0.5821727019498607,0.0030131826741996,0.0920198549064528,0.0676004872107186,0.0480170186901686,0.1182380418047545,1.8663636363636016e-14,,,0.2694444444444444,0.1616161616161616,0.0372476542507819
0.7019498607242339,0.0112994350282485,0.0633829705994654,0.0155298416565164,0.0506002127336271,0.1320685785861537,1.881363636363601e-14,0.0003449450189719,4.642857142857144e-05,0.7111111111111111,0.101010101010101,0.0373424319969671
0.7186629526462396,0.0030131826741996,0.0679648720885834,0.0185749086479902,0.0533353593678772,0.2033088906865687,1.940454545454509e-14,,,0.7277777777777779,0.1111111111111111,0.0373424319969671
0.6518105849582173,0.0497175141242937,0.1000381825124093,0.1117539585870889,0.0316061388846679,0.0997103415881631,1.8413636363636023e-14,,,0.7527777777777778,0.1717171717171717,0.0386693204435598
0.2701949860724234,0.0165725047080979,0.0866743031691485,0.0213154689403166,0.0633642303601276,0.2228804049998695,1.949999999999964e-14,0.0038499452117469,0.0008928571428571,0.2916666666666667,0.1515151515151515,0.038764098189745
0.233983286908078,0.0094161958568738,0.1229476899579992,0.1169305724725943,0.0477131135085853,0.1213694840948827,1.848181818181784e-14,5.494500302197517e-05,2.4642857142857145e-05,0.2638888888888889,0.2222222222222222,0.038764098189745
0.233983286908078,0.0256120527306967,0.0614738449789996,0.0493300852618757,0.032517854429418,0.1031027374024686,1.864999999999965e-14,,,0.2555555555555556,0.101010101010101,0.039711875651597
0.871866295264624,0.0067796610169491,0.1649484536082474,0.1476857490864798,0.0664032821759611,0.1104094360794342,1.8254545454545112e-14,,,0.8361111111111111,0.3232323232323232,0.039711875651597
0.1504178272980501,0.0542372881355932,0.1867124856815578,0.1199756394640682,0.0987691840145874,0.1965240990579577,1.8968181818181464e-14,,,0.1916666666666666,0.3838383838383838,0.0400909866363377
0.7325905292479109,0.0214689265536723,0.1149293623520427,0.0855663824604141,0.0574380793192523,0.1573810704313561,1.8849999999999646e-14,0.0018499451017469,0.0007142857142857,0.725,0.202020202020202,0.0406596531134489
0.7604456824512534,0.0082862523540489,0.0652920962199312,0.0149208282582216,0.0521197386415438,0.1271104616267842,1.8799999999999652e-14,0.0003999450219969,5.714285714285715e-05,0.7583333333333334,0.101010101010101,0.0417022083214861
0.7632311977715878,0.0203389830508474,0.0752195494463535,0.0733861144945188,0.0316061388846679,0.0861407583309412,1.8527272727272382e-14,,,0.7388888888888889,0.1212121212121212,0.042176097052412
0.2200557103064067,0.0248587570621468,0.0912562046582665,0.093483556638246,0.0347971432912931,0.041256752172438,1.8368181818181474e-14,0.0006499450357469,0.0001714285714285,0.2305555555555555,0.1515151515151515,0.0422708747985972
0.2061281337047353,0.0290018832391713,0.1084383352424589,0.1007917174177831,0.0445221091019601,0.1046684585475326,1.848636363636329e-14,0.0015499450852469,0.0005357142857142,0.2027777777777777,0.1919191919191919,0.0422708747985972
0.8384401114206128,0.0018832391713747,0.247040855288278,0.1537758830694275,0.1279440814465886,0.4261632003340205,2.240454545454504e-14,,,0.8194444444444445,0.5555555555555557,0.0427447635295232
0.7493036211699164,0.015442561205273,0.138602520045819,0.0943970767356881,0.0709618598997113,0.1495524647060358,1.876363636363601e-14,,,0.7138888888888889,0.2626262626262626,0.0434082077528196
0.7186629526462396,0.015442561205273,0.2176403207331042,0.1114494518879415,0.1246011244491718,0.4191174551812322,2.24181818181814e-14,,,0.7000000000000001,0.4646464646464647,0.0434082077528196
0.2506963788300835,0.0207156308851224,0.1027109583810614,0.0618148599269183,0.0594134629995441,0.1378095561180553,1.8777272727272375e-14,,,0.2305555555555555,0.1818181818181818,0.0443559852146715
0.6963788300835655,0.0696798493408662,0.1416571210385643,0.129415347137637,0.056222458592919,0.136765742021346,1.8477272727272385e-14,,,0.7416666666666667,0.2626262626262626,0.0447350961994123
0.2089136490250696,0.0357815442561205,0.120274914089347,0.0940925700365408,0.0572861267284607,0.1461600688917304,1.8722727272726923e-14,0.0049999452749969,0.0021071428571428,0.2444444444444444,0.2222222222222222,0.0452089849303383
0.7298050139275766,0.0218455743879472,0.0698739977090492,0.0605968331303288,0.0337334751557514,0.1072779937893061,1.8631818181817835e-14,0.0004249450233719,6.785714285714286e-05,0.7222222222222222,0.1111111111111111,0.0452089849303383
0.2701949860724234,0.0192090395480225,0.0637647957235586,0.0307551766138855,0.0451299194651268,0.1098875290310795,1.869999999999965e-14,0.0006999450384969,9.642857142857145e-05,0.2638888888888889,0.101010101010101,0.0452089849303383
0.7409470752089137,0.0143126177024482,0.0866743031691485,0.0819123020706455,0.0366205743807931,0.041256752172438,1.8427272727272384e-14,,,0.7388888888888889,0.1515151515151515,0.0459672068998199
0.2506963788300835,0.0143126177024482,0.1008018327605956,0.0475030450669914,0.0639720407232943,0.1712116072127554,1.908636363636328e-14,0.0039999452199969,0.0012142857142857,0.2361111111111111,0.1717171717171717,0.047009762107857
0.7325905292479109,0.0613935969868173,0.1023291332569683,0.0825213154689403,0.0489287342349187,0.1255447404817202,1.864999999999965e-14,,,0.7416666666666667,0.1818181818181818,0.047009762107857
0.2562674094707521,0.0210922787193973,0.0931653302787323,0.0886114494518879,0.0382920528795016,0.0720492680253646,1.845454545454511e-14,0.0007999450439969,0.0002035714285714,0.2083333333333333,0.1616161616161616,0.0477679840773386
0.2479108635097493,0.0150659133709981,0.087819778541428,0.0669914738124238,0.0451299194651268,0.1759087706479475,1.9013636363636012e-14,,,0.25,0.1515151515151515,0.0482418728082646
0.2506963788300835,0.015819209039548,0.0733104238258877,0.0849573690621193,0.024616319708251,0.041256752172438,1.8186363636363292e-14,,,0.2361111111111111,0.1212121212121212,0.0486209837930054
0.7520891364902507,0.0135593220338983,0.074074074074074,0.0943970767356881,0.0209694575292508,0.041256752172438,1.8245454545454202e-14,0.0013999450769969,0.0002464285714285,0.7472222222222222,0.1212121212121212,0.0491896502701165
0.7298050139275766,0.0173258003766478,0.0985108820160366,0.0706455542021924,0.0521197386415438,0.1357219279246366,1.8759090909090562e-14,0.0016999450934969,0.0005,0.7277777777777779,0.1717171717171717,0.0495687612548573
0.7353760445682451,0.0135593220338983,0.0645284459717449,0.0401948842874543,0.0398115787874183,0.2335794994911406,1.9636363636363273e-14,,,0.7388888888888889,0.101010101010101,0.0499478722395981
0.766016713091922,0.0105461393596986,0.0733104238258877,0.0462850182704019,0.0434584409664184,0.2343623600636726,1.9590909090908724e-14,,,0.7472222222222222,0.1212121212121212,0.0507060942090797
0.2144846796657381,0.0263653483992467,0.071783123329515,0.0599878197320341,0.0355569062452514,0.114062785417917,1.8663636363636016e-14,0.0005999450329969,0.0001,0.2055555555555555,0.1212121212121212,0.051843427163302
0.3064066852367688,0.0297551789077212,0.127147766323024,0.0852618757612667,0.0668591399483361,0.1352000208762819,1.9063636363636006e-14,0.0017999450989969,0.0008214285714285,0.275,0.2323232323232323,0.057150980949673
0.2423398328690807,0.0165725047080979,0.1489117983963344,0.1763093788063337,0.0405713417413766,0.041256752172438,1.697727272727241e-14,,,0.2416666666666666,0.2828282828282828,0.0579092029191545
0.2590529247910863,0.0301318267419962,0.1397479954180985,0.1175395858708891,0.0610849414982525,0.145899115367553,1.860909090909056e-14,0.008999945494997,0.005,0.2861111111111111,0.2626262626262626,0.0580039806653397
0.2506963788300835,0.0071563088512241,0.0904925544100802,0.0,0.0746087220787114,0.1774744917930116,1.9195454545454188e-14,8.445000464475024e-06,2.1785714285714286e-06,0.2583333333333333,0.1515151515151515,0.0580987584115249
0.7214484679665738,0.0248587570621468,0.1599847269950362,0.1324604141291108,0.0698981917641695,0.1699068395918687,1.8690909090908745e-14,0.0025999451429969,0.0018571428571428,0.7472222222222222,0.3131313131313131,0.0582883139038953
0.7465181058495822,0.0203389830508474,0.0778923253150057,0.0919610231425091,0.0243124145266676,0.041256752172438,1.7968181818181484e-14,0.0001699450093469,3.2500000000000004e-05,0.7472222222222222,0.1313131313131313,0.0582883139038953
,0.1412429378531073,0.1332569683085147,0.1147990255785627,0.0572861267284607,0.041256752172438,0.1181818181818345,,9.321428571428571e-31,,0.2424242424242424,0.0582883139038953
0.7827298050139275,0.0097928436911487,0.080946926307751,0.093483556638246,0.0262877982069594,0.041256752172438,1.8168181818181482e-14,9.994500549697528e-05,2.107142857142857e-05,0.7777777777777778,0.1313131313131313,0.0584778693962657
0.7381615598885793,0.0165725047080979,0.0931653302787323,0.1257612667478684,0.0203616471660841,0.041256752172438,1.739545454545422e-14,0.0005999450329969,0.0001642857142857,0.7555555555555555,0.1616161616161616,0.0584778693962657
0.7381615598885793,0.0282485875706214,0.0851470026727758,0.0453714981729598,0.0556146482297523,0.1743430495028835,1.902727272727237e-14,0.009499945522497,0.0021071428571428,0.7138888888888889,0.1414141414141414,0.0584778693962657
0.7103064066852368,0.0165725047080979,0.1240931653302787,0.0718635809987819,0.0712657650812946,0.2335794994911406,1.9559090909090543e-14,0.0009499450522469,0.0004285714285714,0.6972222222222223,0.2222222222222222,0.0587622026348213
0.3871866295264624,0.0647834274952919,0.1011836578846888,0.0225334957369062,0.0796231575748366,0.2030479371623914,1.9309090909090547e-14,,,0.3611111111111111,0.1717171717171717,0.060089091081414
0.2785515320334262,0.0308851224105461,0.1069110347460862,0.1035322777101096,0.04178696246771,0.1036246444508233,1.8472727272726927e-14,0.0032999451814969,0.0011071428571428,0.25,0.1919191919191919,0.0604682020661548
0.7632311977715878,0.0331450094161958,0.1466208476517755,0.1278928136419001,0.0612368940890442,0.1404190913598288,1.8527272727272382e-14,0.0011999450659969,0.0007142857142857,0.7777777777777778,0.2828282828282828,0.0614159795280068
0.2590529247910863,0.0097928436911487,0.0664375715922107,0.0785627283800243,0.0227928886187509,0.041256752172438,1.8309090909090567e-14,0.0016499450907469,0.0002428571428571,0.2527777777777777,0.1111111111111111,0.0619846460051179
0.8133704735376045,0.0116760828625235,0.1168384879725085,0.0916565164433617,0.0553107430481689,0.1500743717543905,1.876363636363601e-14,,,0.8055555555555556,0.2121212121212121,0.0620794237513031
0.754874651810585,0.0222222222222222,0.0931653302787323,0.1163215590742996,0.0247682722990426,0.041256752172438,1.7536363636363312e-14,,,0.7611111111111112,0.1616161616161616,0.0625533124822291
0.7576601671309192,0.0173258003766478,0.1004200076365025,0.0739951278928136,0.0510560705060021,0.1545105816654053,1.8849999999999646e-14,0.0001099450060469,3.285714285714286e-05,0.7222222222222222,0.1717171717171717,0.0626480902284143
0.649025069637883,0.0451977401129943,0.1237113402061855,0.1132764920828258,0.0502963075520437,0.1258056940058975,1.8518181818181472e-14,,,0.6527777777777778,0.2222222222222222,0.0627428679745995
0.713091922005571,0.0161958568738229,0.1198930889652539,0.1154080389768574,0.0460416350098769,0.041256752172438,1.7963636363636032e-14,,,0.7166666666666667,0.2121212121212121,0.0629324234669699
0.7994428969359332,0.0143126177024482,0.1229476899579992,0.129415347137637,0.0410271995137517,0.041256752172438,1.7540909090908764e-14,0.0015499450852469,0.0006785714285714,0.775,0.2222222222222222,0.0629324234669699
0.7381615598885793,0.0041431261770244,0.0981290568919434,0.0688185140073081,0.0519677860507521,0.1492915111818585,1.883181818181783e-14,,,0.7083333333333334,0.1717171717171717,0.0633115344517107
0.7158774373259053,0.0146892655367231,0.0889652539137075,0.0289281364190012,0.0639720407232943,0.3027321833981368,2.049545454545416e-14,0.0005499450302469,0.0001392857142857,0.7305555555555556,0.1515151515151515,0.0634063121978959
0.7353760445682451,0.0180790960451977,0.0641466208476517,0.0724725943970767,0.0226409360279592,0.041256752172438,1.8440909090908743e-14,0.0023499451292469,0.0003214285714285,0.7305555555555556,0.101010101010101,0.0634063121978959
0.1448467966573816,0.0595103578154425,0.0908743795341733,0.0200974421437271,0.0709618598997113,0.1524229534719866,1.8931818181817828e-14,,,0.2222222222222222,0.1515151515151515,0.0635010899440811
0.7437325905292479,0.0207156308851224,0.0985108820160366,0.0822168087697929,0.0463455401914602,0.1205866235223506,1.8627272727272383e-14,0.0009999450549969,0.0002857142857142,0.7194444444444444,0.1717171717171717,0.0635958676902663
0.7270194986072424,0.032015065913371,0.0607101947308132,0.0630328867235079,0.0253760826622093,0.041256752172438,1.848636363636329e-14,0.0030499451677469,0.0003928571428571,0.7611111111111112,0.101010101010101,0.0638802009288219
0.2395543175487465,0.0248587570621468,0.0706376479572356,0.07673568818514,0.0262877982069594,0.0725711750737193,1.84954545454542e-14,0.0049999452749969,0.0008214285714285,0.2305555555555555,0.1111111111111111,0.064922756136859
0.7520891364902507,0.0267419962335216,0.0866743031691485,0.0825213154689403,0.0361647166084181,0.0986665274914537,1.853181818181784e-14,0.0008499450467469,0.0002,0.7416666666666667,0.1515151515151515,0.0651123116292294
0.883008356545961,0.0832391713747646,0.140893470790378,0.0739951278928136,0.0861571189788786,0.1782573523655437,1.8995454545454193e-14,,,0.8222222222222223,0.2626262626262626,0.065870533598711
0.6740947075208914,0.007532956685499,0.1996945399007254,0.1260657734470158,0.104543382464671,0.2205318232822734,1.919090909090873e-14,0.0034999451924969,0.0039285714285714,0.6666666666666667,0.4141414141414141,0.0659653113448962
0.9331476323119776,0.0192090395480225,0.143184421534937,0.0822168087697929,0.0828141619814617,0.1732992354061741,1.8931818181817828e-14,0.0011999450659969,0.0007142857142857,0.9277777777777778,0.2727272727272727,0.0659653113448962
0.7298050139275766,0.0146892655367231,0.0775105001909125,0.0554202192448233,0.0420908676492934,0.137548602593878,1.8786363636363285e-14,0.0010999450604969,0.0002071428571428,0.7222222222222222,0.1313131313131313,0.0660600890910814
0.245125348189415,0.0184557438794726,0.0660557464681176,0.0398903775883069,0.0402674365597933,0.1211085305707053,1.8736363636363287e-14,0.0021999451209969,0.0003142857142857,0.2583333333333333,0.1111111111111111,0.066344422329637
0.8105849582172702,0.0293785310734463,0.0698739977090492,0.0733861144945188,0.0268956085701261,0.041256752172438,1.8459090909090562e-14,0.0014499450797469,0.0002285714285714,0.7444444444444445,0.1111111111111111,0.0664392000758222
0.7604456824512534,0.032015065913371,0.0652920962199312,0.0532886723507917,0.0337334751557514,0.1310247644894444,1.8749999999999652e-14,0.0008499450467469,0.0001178571428571,0.7444444444444445,0.101010101010101,0.0664392000758222
0.2757660167130919,0.0256120527306967,0.0870561282932416,0.0389768574908648,0.0603251785442941,0.1388533702147647,1.882272727272692e-14,0.008999945494997,0.0021428571428571,0.3027777777777778,0.1515151515151515,0.0667235333143777
0.7799442896935933,0.0112994350282485,0.08323787705231,0.0776492082825822,0.0360127640176265,0.0929255499595522,1.8536363636363292e-14,0.0002649450145719,5.714285714285715e-05,0.7805555555555556,0.1414141414141414,0.0667235333143777
,0.1563088512241054,0.1279114165712103,0.1437271619975639,0.0662513295851694,0.0420135173925523,0.3772727272727388,,3.571428571428572e-31,,0.2323232323232323,0.0670078665529333
0.2144846796657381,0.0112994350282485,0.0771286750668193,0.0758221680876979,0.0319100440662513,0.089794107669424,1.853181818181784e-14,0.0009499450522469,0.0001821428571428,0.2388888888888889,0.1313131313131313,0.0672921997914889
0.6518105849582173,0.0361581920903954,0.0889652539137075,0.1080998781973203,0.024160461935876,0.041256752172438,1.7254545454545132e-14,0.0013999450769969,0.0003321428571428,0.6583333333333333,0.1515151515151515,0.0674817552838593
0.5181058495821727,0.0858757062146892,0.0645284459717449,0.0377588306942752,0.0419389150585017,0.1398971843114741,1.8836363636363285e-14,,,0.2944444444444444,0.101010101010101,0.0677660885224149
0.7604456824512534,0.0143126177024482,0.1588392516227567,0.1077953714981729,0.0811426834827533,0.2030479371623914,1.9131818181817823e-14,0.0015499450852469,0.0010714285714285,0.7666666666666667,0.3131313131313131,0.0680504217609705
0.7158774373259053,0.0267419962335216,0.2035127911416571,0.2192448233861144,0.0610849414982525,0.041256752172438,1.7140909090908773e-14,0.0009499450522469,0.0010714285714285,0.6805555555555556,0.4242424242424242,0.0681451995071557
0.7799442896935933,0.0048964218455743,0.127147766323024,0.1513398294762484,0.0358608114268348,0.041256752172438,1.7468181818181492e-14,,,0.7555555555555555,0.2323232323232323,0.0683347549995261
0.2005571030640668,0.015442561205273,0.0649102710958381,0.0115712545676004,0.0553107430481689,0.1370266955455233,1.8845454545454195e-14,0.0022499451237469,0.0003107142857142,0.1861111111111111,0.101010101010101,0.0686190882380817
0.7883008356545961,0.0037664783427495,0.0637647957235586,0.03836784409257,0.0401154839690016,0.2273166149108844,1.9531818181817817e-14,,,0.775,0.101010101010101,0.0689034214766372
